id,title,price,sqft,image,url,post_published_date,lat,long,postal_code,FSA,rental_type,bedrooms,bathrooms,furnished,pet_friendly,description,source
c_7195677065,Yonge/Finch Condo for rent,1088,,,https://toronto.craigslist.org/tor/apa/d/willowdale-east-yonge-finch-condo-for/7195677065.html,2020-09-21,43.7915,-79.4103,M2M 2J9,M2M,apartment,1.0,0.0,True,False,"1BR / 0Ba furnished apartment/ 1br -Prime Yonge/Finch location. Beautiful bright, clean and large(750sf) 1+1 bedroom unit. Building has direct access to subway station. Close to Shops, Restaurants, Schools, Parks and Go buses. Laminated flooring throughout. Washer/dryer, Hydro, Water, CAC, Heating, Parking included.",craigslist
c_7190424630,"Commuter’s Dream! Right Around the Corner, Near Everywhere You Want to",1365,536.0,https://images.craigslist.org/00W0W_jOm7s9NPxnP_0c608t_600x450.jpg,https://toronto.craigslist.org/tor/apa/d/west-toronto-commuters-dream-right/7190424630.html,2020-09-21,43.648,-79.4177,M6J 2W8,M6J,apartment,1.0,1.0,True,True,"1BR / 1Ba 536ft2 cats are OK - purrr dogs are OK - wooof furnished apartment w/d in unit attached garage/ 1br - 536ft2 -Overlooking an elegantly landscaped courtyard, the interior park like setting and access to local parks, gives a balance for city living. Queen Street and King Street transit lines are within steps from your front door. Popular shops, cafes and trendy hot spots make this a walkers paradise.

Equipped with a full range of high-end appliances, complemented by superior fixtures and finishes.

Fully-equipped kitchen with refrigerator, freezer, microwave, coffee machine, electric kettle, toaster, pots and pans, plates, bowl cooking utensils . Free use of washing machine, vacuum cleaner.

Email for visit/accessibility.",craigslist
c_7200601572,Renovated 5bed 1.5 bath in junction,3495,1800.0,https://images.craigslist.org/00808_95Y9x8gJAry_0t20jm_600x450.jpg,https://toronto.craigslist.org/tor/apa/d/toronto-renovated-5bed-15-bath-in/7200601572.html,2020-09-21,43.664363,-79.457843,M6P 1T4,M6P,apartment,5.0,15.0,,True,"5BR / 1.5Ba 1800ft2 available sep 26 cats are OK - purrr dogs are OK - wooof apartment w/d in unit off-street parking/ 5br - 1800ft2 -Spacious 5 bedroom apartment with lots of space to entertain.

THE APARTMENT
- 5 bedroom with a beautiful deck and sunroom
- Open Concept kitchen double sink with quartz countertop
-Dishwasher (Never Manually Wash A Dish Again!)
- pot-lights through out
- Renovated bathroom And powder room
- Private large backyard
- Washer/Dryer in unit
- Available Immediately
- $3495 + ($300/month) Utilities

THE LOCATION - LESS than a 10 minute walk to Lansdowne subway station. Lansdowne and Dufferin buses just minutes away! - Beautiful neighbourhood - Close to Lansdowne, Bloor, Dufferin, Dovercourt, Dundas, Davenport and Keele St. - Dufferin Mall and the Galleria Shopping Centre within walking distance - Bike to High Park in 10 minutes! - Located in the Wallace Emerson neighbourhood, Bloordale Village, Junction Triangle, Dovercourt Park and more nearby!

If you are interested respond to this ad with your name and phone number, if you are calling please indicate the ad title and pricing. Thanks!",craigslist
c_7190421614,New Leasing! Spacious 1 BED+BATH << Location near DOWNTOWN,1399,596.0,https://images.craigslist.org/00j0j_9zvnT03kmdJ_08g0b1_600x450.jpg,https://toronto.craigslist.org/tor/apa/d/west-toronto-new-leasing-spacious-1/7190421614.html,2020-09-21,43.6655,-79.4378,M6H 4B9,M6H,suite,1.0,1.0,True,True,"1BR / 1Ba 596ft2 cats are OK - purrr dogs are OK - wooof furnished apartment laundry in bldg no smoking off-street parking wheelchair accessible/ 1br - 596ft2 -Property Details:
1 BED SUITE | 1 BATHROOMS
Lease Terms: 6 MONTHS - 1 YEAR
The rental is a private 1 bedroom, 1 bathroom suite which offers a convenient open concept layout, hardwood flooring and styled with modern furnishings. Queen size bed and new kitchen appliances. This furnished rental is three minute walk from the 2 LINE 2 (BLOOR - DANFORTH) at the OSSINGTON STATION - EASTBOUND PLATFORM stop. Errands do not require car and downtown is 10minutes. Convenient transportation facilities are also just a few minutes’ from your door. Email for tour/availability.
***Cats, Small Dogs Allowed***
Unit Amenities:
Washer/Dryer Few Meteres From Your Door
Microwave
Oven
Refrigerator
Building Amenities:
Alarm System
Cable Ready
Off Street Parking
Secure Building",craigslist
c_7200600722,Heart of the Beaches - Steps from Boardwalk -1+ Sunroom/office,1900,,https://images.craigslist.org/00202_aDkbdUZY17X_0CI0t2_600x450.jpg,https://toronto.craigslist.org/tor/apa/d/toronto-heart-of-the-beaches-steps-from/7200600722.html,2020-09-21,43.668696,-79.295709,M4E 2R2,M4E,apartment,1.0,1.0,,True,"1BR / 1Ba available nov 1 cats are OK - purrr apartment laundry on site street parking/ 1br -Live in the heart of the beaches - in the TOP FLOOR ""Penthouse"" in this beautiful boutique building (8 units only) at 15 Violet at Leuty - south of Queen Street. Steps from restaurants, grocery stores, shops, the Boardwalk, the Lake, & Kew Gardens! Once you live in the Beach you won’t want to live anywhere else!

The renovated kitchen features shaker style cupboards, with stainless steel range, hood and fridge. The sparkling granite counter top and funky light fixtures add to the stylish atmosphere.

The living space features a large window and opens up into a bright sunroom. Depending on your needs, this sunroom/den can be a perfect office; a welcoming guest room; or a spectacular dining area as shown.

The large renovated bathroom features a deep soaker tub, brightly lit vanity and a handy linen/towel cupboard.

NEW - Freshly painted with gleaming GREY hardwood floors add to the appeal of this beautiful one-bedroom + SUNROOM in a great building - lined with mature trees and beautifully landscaped. Shared outdoor space includes a BBQ and seating table and chairs - perfect location for a glass of wine or dinner al fresco.

Other: Coin laundry in the premises. Street Permit Parking. Non- smoking building. Available October 1, or November 1, 2020. Email or call show contact info – for additional information or if you would like to set up an appointment to view this apartment. $1900/month plus Hydro. Please include your phone number in your email.",craigslist
c_7200599419,CORKTOWN 2 BED 2 BATH,2900,,https://images.craigslist.org/00S0S_4u5jVg6uHkv_0uE0kq_600x450.jpg,https://toronto.craigslist.org/tor/apa/d/toronto-corktown-2-bed-2-bath/7200599419.html,2020-09-21,43.65635,-79.35706,M5A 4L3,M5A,condo,2.0,2.0,,False,"2BR / 2Ba available dec 1 condo w/d in unit attached garage/ 2br -*** FOR RENT ***

2 bed + den, 2 bath condo at 510 King Street East will be available December 1st. Parking included. Locker also included - bonus - it’s located on the same floor as the condo for easy access! Concierge/security weekdays until midnight, and 24 hours on weekends. Parcel deliveries are accepted at the concierge desk, which is another bonus.

850 square feet plus a 170 square foot covered and tiled balcony facing south. Bedroom lights and custom hallway linen cabinet and storage bench included. All closets are customized with double hanging racks, shelving, and drawers. Gas bbq hookup on the balcony.

Building amenities include rooftop, penthouse lounge, media room, and a recently reopened fitness space. Easy access to Lake Shore Blvd, Don Valley Parkway, and the Gardiner Expressway. Walk to Riverside/Leslieville, the Distillery District, the Canary District, and Corktown Commons.

$2900 + utilities (Enercare - the only bill, usually runs $70-$90 monthly).",craigslist
c_7190897783,Large 3BR townhome w/ Parking and Private Patio near St. Lawrence Mkt,3599,,https://images.craigslist.org/01515_8LKyQ6PndZ6_0gw0b1_600x450.jpg,https://toronto.craigslist.org/tor/apa/d/downtown-toronto-large-3br-townhome/7190897783.html,2020-09-21,43.6555,-79.3626,M5A 3A8,M5A,townhouse,3.0,15.0,,False,"3BR / 1.5Ba available oct 1 townhouse w/d in unit attached garage/ 3br -Available Oct 1 for a 1 year lease.

Enjoy living in a beautiful, bright, newly renovated 1400 square foot home in Toronto's historic distillery district.

Virtual tour:https://youriguide.com/71_longboat_ave_toronto_on

With 3 bedrooms and 1.5 baths, this brick townhome leaves little to be desired.
Open concept living and kitchen with clean lines, with bright maple hardwood floors, large bedrooms, lots of natural light, LED lighting and a with laundry

A large Covered Garage parking is a blessing in the winters and a beautiful private 200 aquare foot patio
The efficient kitchen has granite counter tops and all black appliances. The home is served by a new Furnace and AC system.

With Distillery district, St. Lawrence Market, port lands and Union Station all within a minutes' walk. This is hands down a gem in Toronto. A historic oasis in a glass city. According walkscore, a walker, biker and commuter's paradise!

There is never a dull minute in this location
-King St East Car is the closest trains it line in the area

All Utilities Extra
- No Pets.
- No smoking.
- References & credit checks required",craigslist
c_7189124725,"Well Lit, Newly renovated, 1 Bedroom Basement Suite with Outside sit",1495,500.0,https://images.craigslist.org/00i0i_15enfDqbeoJ_0CI0t2_600x450.jpg,https://toronto.craigslist.org/tor/apa/d/west-toronto-well-lit-newly-renovated-1/7189124725.html,2020-09-21,43.6655,-79.4378,M6H 4B9,M6H,suite,1.0,1.0,,False,"1BR / 1Ba 500ft2 available nov 1 apartment w/d in unit street parking/ 1br - 500ft2 -Available November 1 for a 1 year lease.
- No Pets
- All inclusive
- In suite laundry
- Outdoor space
- Newly renovated

Enjoy living in a beautiful, bright, newly renovated 500 square foot 1 Bedroom Suite in one of Toronto's hippest neighborhoods in a family friendly street
Enter your new home with your own private entrance to be greeted by a large open-concept kitchen and living room with LED pot lights, an exposed brick interior, a glass front door allowing a lot of light and insulated hardwood floors thought out. Step into the spacious galley kitchen with granite counters and find all your appliances (dishwasher, stove, fridge) with plenty of storage!
The Bedroom boasts a large closet and a bathroom with heated floors a tub/shower and your own new washer/dryer.
The apartment has heating and air conditioning so you can be comfortable all year around and your own private outside sitting area to hang out.
The house only has one other tenant in the main unit and you are separated by sound proofing built to the Toronto Building Code
Utilities included (Wi-Fi can be shared and TV extra)
No Pets.
No inside smoking.
References & credit checks required.

Location/Neighbourhood:
Surrounding this picturesque home are expansive green spaces and parks with a walk score of 90 and a transit score of 80 you are a hop skip and a jump away from a rustic walk or the vibrating Annex, Little Italy and Ossington strip. Just a stones throw from Sobeys or the Galleria Mall, the Davenport public library, Casa Loma, St. Clair west, Wychwood Barns you’ll never be short on activities to do. George Brown college is a 20 minute walk away. Tennis courts, health food store, cafés, library, shops and restaurants, and centres such as Dovercourt House dance studio, Bavia Arts Studio, Body Harmonics Pilates and Vidya Yoga Institute nearby.

• Key walking times:
o 63 Ossington bus stop: 1 min
o 26 Dupont bus stop: 2 min
o 127 Davenport bus stop 3 min
o Ossington station: 11 min
o St. Clair West street car: 13 min
o Sobeys: 5min
o Loblaws: 10min
o Galleria Mall: 15min",craigslist
c_7185562264,"1bed +1den, Brand New condo unit at Bay/Wellesley st",2100,600.0,https://images.craigslist.org/01212_cy9fnk87Z0a_09F0cT_600x450.jpg,https://toronto.craigslist.org/tor/apa/d/toronto-1bed-1den-brand-new-condo-unit/7185562264.html,2020-09-21,43.664436,-79.387187,M5S 2A2,M5S,condo,1.0,1.0,,False,"1BR / 1Ba 600ft2 condo w/d in unit no smoking no parking/ 1br - 600ft2 -Special rental price $2100, market price($2500). 1bed+den, good for couple or 2 friends, Only 5 mins walk to U of T campus.

Good Opportunity To Live At Brand New Condo Britt Residences At Bay/Wellesley. This Spacious Brand New And Never Lived-In 1 Bedroom + 1 Den unit, near 600 SF, large living room, Two big windows with roller shades. Hardwood Floors Throughout With A Walk-Out Balcony. Luxury With Upgrade Modern Finishes Including Built In Appliances. Be the first to move in, No need to worry covid-19.

Experience Living In The Heart Of Toronto. Best Restaurants, Grocery, Shoppers Drugmart, 100% Walkscore, Steps To University Of Toronto, Queens Park, Mins to Financial District, Shopping District, Entertainment Districts, Subway Stations, Hospitals And Much More! 24 Hr Concierge, Visitor Parking, Gym, Party Room, Yoga, and more.
Glass Cook-Top, Stainless Steel Oven, Hood-Fan, Built In Dishwasher, Fridge, White Bloomberg Washer And Dryer。Available for lease immediately.",craigslist
c_7195821001,Park Lawn 1 bedroom Condo for Rent,1000,,,https://toronto.craigslist.org/tor/apa/d/etobicoke-park-lawn-1-bedroom-condo-for/7195821001.html,2020-09-21,43.6325,-79.4939,M8Y 1R7,M8Y,condo,1.0,0.0,True,False,1BR / 0Ba furnished apartment/ 1br -10 park lawn rd. Lakeshore and park lawn condo for rent. 1 bedroom 1 bathroom 780 square feet.,craigslist
c_7195819164,1bedroom+1den near Eaton Center,995,,,https://toronto.craigslist.org/tor/apa/d/toronto-1bedroom1den-near-eaton-center/7195819164.html,2020-09-21,43.6572,-79.3783,M5B 1Y2,M5B,apartment,1.0,0.0,True,False,"1BR / 0Ba furnished apartment/ 1br -Brand new one bedroom + Den. Functional layout. Huge balcony. Open concept living/dining, Modern kitchen appliances, Bright bedroom with closet. Den with Door
Great location, steps to Eaton Centre, St. Michael's Hospital, Financial District, Ryerson University, George Brown College, St. Lawrence Market, Allan Garden, Parks.",craigslist
c_7195818373,1BDR Downtown Toronto apartment unit for rent,977,,,https://toronto.craigslist.org/tor/apa/d/downtown-toronto-1bdr-downtown-toronto/7195818373.html,2020-09-21,43.6683,-79.4205,M6G 3B4,M6G,apartment,1.0,0.0,True,False,"1BR / 0Ba furnished apartment/ 1br -Newly renovated basement apartment near downtown Toronto (Clinton/Bloor). Close to subway. Comes with washer/dryer, washroom, fridge/freezer and stove. Suited for a couple or a single person.",craigslist
c_7195818014,"Renovated 1 Bedroom, 1 Bath Home. St. Clair West",991,,,https://toronto.craigslist.org/tor/apa/d/york-renovated-1-bedroom-1-bath-home-st/7195818014.html,2020-09-21,43.6889,-79.4507,M6E 1Y2,M6E,apartment,1.0,0.0,True,False,"1BR / 0Ba furnished apartment/ 1br -Close to all amenities; steps to TTC, Streetcar and Bus routes, Earlscourt park and JJP Community Centre, neighbourhood schools, parks, Wychwood barns, Farmer's Market, shops, restaurants-eateries-cafes and much more!",craigslist
c_7195817752,One-Bedroom for Rent Midland & Kingston,988,,,https://toronto.craigslist.org/tor/apa/d/scarborough-one-bedroom-for-rent/7195817752.html,2020-09-21,43.6952,-79.2646,M1N 2E2,M1N,apartment,1.0,0.0,True,False,"1BR / 0Ba furnished apartment/ 1br -Perfect One bedroom basement for any bachelors or students. + Utillity
Bus stop walking distance, No frills nearby",craigslist
c_7195817177,Luxury bedroom for rent ! On main floor!,1070,,,https://toronto.craigslist.org/tor/apa/d/willowdale-west-luxury-bedroom-for-rent/7195817177.html,2020-09-21,43.7786,-79.445,M2R 1Y6,M2R,apartment,1.0,0.0,True,False,"1BR / 0Ba furnished apartment/ 1br -Master bedroom for rent everything private , kitchen is available as well as laundry ,",craigslist
c_7195816183,One Bdr for rent beside UofT campus and the Annex,1022,,,https://toronto.craigslist.org/tor/apa/d/downtown-toronto-one-bdr-for-rent/7195816183.html,2020-09-21,43.6629,-79.3987,M5S 3G3,M5S,apartment,1.0,0.0,True,False,"1BR / 0Ba furnished apartment/ 1br -fully furnished home in a quiet friendly street in Toronto. It is very close to the UofT campus, streetcar and subway, all within 10 minute walk. 1 backyard, 1 washrooms and 1 laundry unit. It is also very close to the Annex and other tourist areas in Toronto. High speed WIFI available",craigslist
c_7195815769,1 bedroom available,1066,,,https://toronto.craigslist.org/tor/apa/d/scarborough-1-bedroom-available/7195815769.html,2020-09-21,43.7464,-79.2323,M1J 2V3,M1J,apartment,1.0,0.0,True,False,1BR / 0Ba furnished apartment/ 1br -1 private bedroom available in Scarborough near Kennedy station from 1st October 2020. Major intersection is brimley and Eglington.,craigslist
c_7193358392,1+1 bdrm in the Heart of Downtown Toronto- Gerrard St. at Yonge,1900,577.0,https://images.craigslist.org/00F0F_e7QR8PYIxAh_0aD05x_600x450.jpg,https://toronto.craigslist.org/tor/apa/d/toronto-11-bdrm-in-the-heart-of/7193358392.html,2020-09-21,43.662147,-79.366169,M5A 2G7,M5A,apartment,1.0,1.0,,False,"1BR / 1Ba 577ft2 available oct 1 apartment laundry on site no smoking no parking/ 1br - 577ft2 -1 bed-room + den apartment in the Heart of Downtown Toronto – Gerrard Street West, just west of Yonge Street, includes gym equipment and swimming pool suitable for One or two professional persons. --- No pets and no smoking.
Water, hot-water, hydro, heating, A/C are included

If you are interested in this apartment and agree to sign a one year lease, please contact me for information.",craigslist
